run_utc	mention_id	doc_id	entity_id	entity_type	canonical_name	mention_text	normalized_mention_text	context_type	context_snippet	mention_count	confidence	source_span_id	source_url
20260218T010720Z	mention-db1aac2d9e05b169	doc-govinfo-transcript-2907b4a49c3e	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 171 Cong. Rec. S4440  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-17/html/CREC-2025-07-17-pt1-PgS4440-3.htm
20260218T010720Z	mention-423cec8eada745c1	doc-govinfo-transcript-32517ca53042	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Text of Senate Amendment 3140 171 Cong. Rec. S4921  - Text of Senate Amendment 3140 jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-30/html/CREC-2025-07-30-pt1-PgS4921-5.htm
20260218T010720Z	mention-6e7d08ff81af1d4b	doc-govinfo-transcript-3a1bb17f6c87	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 171 Cong. Rec. S4687  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-24/html/CREC-2025-07-24-pt1-PgS4687-9.htm
20260218T010720Z	mention-accbc17456816ddf	doc-govinfo-transcript-3a3036445819	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"RELEASE THE EPSTEIN FILES 171 Cong. Rec. H3324  - RELEASE THE EPSTEIN FILES jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-16/html/CREC-2025-07-16-pt1-PgH3324-2.htm
20260218T010720Z	mention-8c6f91b1989f6db6	doc-govinfo-transcript-3d4ac810913a	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	PROVIDING FOR CONSIDERATION OF H.R. 4553, ENERGY AND WATER DEVELOPMENT AND RELATED AGENCIES APPROPRIATIONS ACT, 2026; PROVIDING FOR CONSIDERATION OF H.J. RES. 104, PROVIDING FOR CONGRESSIONAL... 171 Cong. Rec. H3771  - PROVIDING FOR CONSIDERATION OF H.R. 4553, ENERGY AND WATER DEVELOPMENT AND RELATED AGENCIES... jeffre	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-03/html/CREC-2025-09-03-pt1-PgH3771.htm
20260218T010720Z	mention-f4a34309b5a55f4f	doc-govinfo-transcript-4dc4d5bd2bda	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"IRREFUTABLE EVIDENCE 171 Cong. Rec. H4829  - IRREFUTABLE EVIDENCE jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-11-20/html/CREC-2025-11-20-pt1-PgH4829-3.htm
20260218T010720Z	mention-c681f5d004298417	doc-govinfo-transcript-715e3f2e3283	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Sex Trafficking (Executive Calendar) 170 Cong. Rec. S35  - Sex Trafficking (Executive Calendar) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2024-01-09/html/CREC-2024-01-09-pt1-PgS35-3.htm
20260218T010720Z	mention-e3a3f27e9d11bd0b	doc-govinfo-transcript-748ff468f3e8	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 172 Cong. Rec. S21  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-01-06/html/CREC-2026-01-06-pt1-PgS21.htm
20260218T010720Z	mention-0b9bde17ce0a9dc3	doc-govinfo-transcript-87369a54eb87	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"JEFFREY EPSTEIN 171 Cong. Rec. S8750  - JEFFREY EPSTEIN jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-12-16/html/CREC-2025-12-16-pt1-PgS8750.htm
20260218T010720Z	mention-1ff525f138c96a58	doc-govinfo-transcript-9f68ddb1066b	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Calendar) 171 Cong. Rec. S5502  - Jeffrey Epstein (Executive Calendar) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-08-02/html/CREC-2025-08-02-pt1-PgS5502-3.htm
20260218T010720Z	mention-9444319d837db93d	doc-govinfo-transcript-a611ef03043f	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	"A LETTER FROM SURVIVORS OF JEFFREY EPSTEIN AND GHISLAINE MAXWELL 171 Cong. Rec. H4420  - A LETTER FROM SURVIVORS OF JEFFREY EPSTEIN AND GHISLAINE MAXWELL jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-18/html/CREC-2025-09-18-pt1-PgH4420-3.htm
20260218T010720Z	mention-6909d7930070d72d	doc-govinfo-transcript-a611ef03043f	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"A LETTER FROM SURVIVORS OF JEFFREY EPSTEIN AND GHISLAINE MAXWELL 171 Cong. Rec. H4420  - A LETTER FROM SURVIVORS OF JEFFREY EPSTEIN AND GHISLAINE MAXWELL jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-18/html/CREC-2025-09-18-pt1-PgH4420-3.htm
20260218T010720Z	mention-4501c4554ccd5086	doc-govinfo-transcript-a8f202600243	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 165 Cong. Rec. S4708  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2019-07-09/html/CREC-2019-07-09-pt1-PgS4708-3.htm
20260218T010720Z	mention-0708c1a0f30a3d60	doc-govinfo-transcript-b66bdb2e75c0	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 171 Cong. Rec. S6445  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-09/html/CREC-2025-09-09-pt1-PgS6445-2.htm
20260218T010720Z	mention-091289d7a7cb74f8	doc-govinfo-transcript-b86d98d3e693	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 171 Cong. Rec. S4858  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-30/html/CREC-2025-07-30-pt1-PgS4858-2.htm
20260218T010720Z	mention-0c53950790e2a74d	doc-govinfo-transcript-c9be0e03d017	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	SENATE RESOLUTION 325--EXPRESSING THE SENSE OF THE SENATE THAT THE DEPARTMENT OF JUSTICE SHOULD RELEASE APPROPRIATE, NON-SENSITIVE MATERIALS RELATED TO THE INVESTIGATION OF JEFFREY EPSTEIN TO... 171 Cong. Rec. S4459  - SENATE RESOLUTION 325--EXPRESSING THE SENSE OF THE SENATE THAT THE DEPARTMENT OF JUSTICE SHOULD... je	4	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-17/html/CREC-2025-07-17-pt1-PgS4459-2.htm
20260218T010720Z	mention-c3b6e8558737cc45	doc-govinfo-transcript-d2204fbbbd6e	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS 172 Cong. Rec. S610  - SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS610.htm
20260218T010720Z	mention-0e89ebee7f2292a5	doc-govinfo-transcript-db958ed50987	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	"COMMITTEE ON OVERSIGHT AND GOVERNMENT REFORM EPSTEIN INVESTIGATION 171 Cong. Rec. H3780  - COMMITTEE ON OVERSIGHT AND GOVERNMENT REFORM EPSTEIN INVESTIGATION jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Ghislaine Maxwell"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-03/html/CREC-2025-09-03-pt1-PgH3780.htm
20260218T010720Z	mention-aed36e7c61d5db3e	doc-govinfo-transcript-f78a7e0b748b	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE GRANTED A PRESIDENTIAL PARDON OR ANY FORM OF CLEMENCY FOR HER CRIMES WITH JEFFREY EPSTEIN RELATING TO... 172 Cong. Rec. S613  - SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE...	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS613.htm
20260218T010720Z	mention-d3e4c1b78fa8459a	doc-govinfo-transcript-f78a7e0b748b	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE GRANTED A PRESIDENTIAL PARDON OR ANY FORM OF CLEMENCY FOR HER CRIMES WITH JEFFREY EPSTEIN RELATING TO... 172 Cong. Rec. S613  - SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE...	4	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS613.htm
20260218T010720Z	mention-cadb405d23299f9a	doc-house-hearing-oversight-doj-2026	entity-5fece04059ba0949	person	Pam Bondi	Pam Bondi	pam bondi	legal_filing	Hearing page lists date/time and witness as AG Pam Bondi.	2	0.90		https://judiciary.house.gov/committee-activity/hearings/oversight-us-department-justice-5
20260218T010720Z	mention-0ab4ec792430eba3	doc-recap-00986069822e	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Maxwell v. United States - Exhibit 6 1:25-cv-10464 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/docket/72049470/1/6/maxwell-v-united-states/
20260218T010720Z	mention-c15dc8a9783f2991	doc-recap-0896edea1a77	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	Castro v. Omta Tech Inc. - Notice of Appearance 1:26-cv-00133 entry 16 doc 16 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	2	0.92		https://www.courtlistener.com/docket/72116553/16/castro-v-omta-tech-inc/
20260218T010720Z	mention-c96fcc1d7184c7c8	doc-recap-3598f731fdeb	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	EPSTEIN v. Town of Surfside, Florida - Complaint 1:26-cv-20593 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	2	0.92		https://www.courtlistener.com/docket/72204779/1/epstein-v-town-of-surfside-florida/
20260218T010720Z	mention-b5c451b9a4a74557	doc-recap-4320e95df51d	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Maxwell v. United States - Exhibit 3 1:25-cv-10464 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/docket/72049470/1/3/maxwell-v-united-states/
20260218T010720Z	mention-9293a968898edb48	doc-recap-483f952e3953	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	Doe v. Estate of Jeffrey Epstein - Summon(s) 9:26-cv-80078 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	4	0.92		https://www.courtlistener.com/docket/72177563/1/3/doe-v-estate-of-jeffrey-epstein/
20260218T010720Z	mention-cbe17b4963cab4e9	doc-recap-66f5af345915	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	EPSTEIN v. Town of Surfside, Florida - Summons (Affidavit) Returned Executed 1:26-cv-20593 entry 11 doc 11 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	2	0.92		https://www.courtlistener.com/docket/72204779/11/epstein-v-town-of-surfside-florida/
20260218T010720Z	mention-68dfadab542995b8	doc-recap-b7927f87d53a	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Maxwell v. United States - Motion to Vacate/Set Aside/Correct Sentence (2255) 1:25-cv-10464 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/docket/72049470/1/maxwell-v-united-states/
20260218T010720Z	mention-13f2aa06bd64f448	doc-recap-da8b2c65f3d6	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	EPSTEIN v. Town of Surfside, Florida - Exhibit A 1:26-cv-20593 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	2	0.92		https://www.courtlistener.com/docket/72204779/1/1/epstein-v-town-of-surfside-florida/
20260218T010720Z	mention-f91eff5ed4bb6b74	doc-recap-db2c7f606478	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	Doe v. Estate of Jeffrey Epstein - Complaint 9:26-cv-80078 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	4	0.92		https://www.courtlistener.com/docket/72177563/1/doe-v-estate-of-jeffrey-epstein/
20260218T010720Z	mention-7801577676297264	doc-recap-f4a2eb2288d2	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	Doe v. Estate of Jeffrey Epstein - Civil Cover Sheet 9:26-cv-80078 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	4	0.92		https://www.courtlistener.com/docket/72177563/1/1/doe-v-estate-of-jeffrey-epstein/
